age,income,loan_amount,credit_utilization,late_payments_12m,region,channel,default
36,97166.0,35109.0,0.13702152503475015,3.0,South,Partner,0
50,78416.0,-55.0,0.7066779527277407,4.0,South,Online,0
52,94516.0,65103.0,0.6583761577941423,1.0,West,Online,1
18,91432.0,-12165.0,0.29861707299043144,1.0,North,Partner,0
56,113027.0,-14614.0,0.04791218217157704,0.0,East,Online,0
16,95548.0,-7681.0,0.0,4.0,South,Branch,1
61,120490.0,-22769.0,0.0959119605373222,0.0,East,Online,0
-12,97818.0,1709.0,0.17368753630662748,0.0,West,Branch,0
43,95471.0,15376.0,0.06257228554076516,8.0,West,Partner,0
28,82033.0,37240.0,0.18953170932106272,0.0,South,Branch,0
-13,72442.0,105938.8,0.46949635291440384,4.0,East,Partner,0
5,83193.0,12652.0,0.3011100953431134,0.0,South,Branch,0
3,140699.0,41904.0,0.2134977911322642,0.0,East,Partner,0
62,93363.0,-31761.0,0.0,8.0,North,Branch,0
33,99555.0,3029.0,0.24080903687662775,0.0,West,Partner,0
34,63031.0,48464.0,0.37649452148690904,2.0,North,Online,1
48,63203.0,-67203.0,0.09410074397123094,0.0,North,Branch,0
45,46894.0,17781.0,0.10742047610663454,8.0,West,Branch,0
29,55705.0,-18050.0,0.1261116820604468,0.0,South,Branch,0
6,101301.0,30574.0,0.3634185213779217,0.0,North,Branch,0
-9,95774.0,33811.0,0.1618929849351909,0.0,East,Online,0
7,89297.0,-31571.0,0.4815347119092452,5.0,South,Branch,1
19,93977.0,13886.0,0.2658715037792858,2.0,West,Partner,1
56,91249.0,-5477.0,0.1880922622249874,7.0,West,Partner,0
4,54488.0,53308.0,0.33559623175032727,0.0,East,Online,0
15,61696.0,4717.0,0.19839845008789106,0.0,South,Branch,0
58,73265.0,-16438.0,0.0,7.0,South,Partner,0
45,98383.0,26880.0,0.4409571739842296,4.0,East,Partner,0
6,48523.0,-19735.0,0.30423169765581143,2.0,West,Branch,1
44,83241.0,18135.0,0.20043232160785734,3.0,East,Branch,0
45,125273.0,66266.0,0.0,11.0,North,Online,1
11,,-3668.0,0.0820514741497819,-0.0,North,Branch,0
32,75157.0,49418.0,0.4451778039012474,6.0,East,Online,0
40,66515.0,-5907.0,0.42938787597791706,0.0,South,Online,0
39,,17761.0,0.47603357266294455,3.0,South,Partner,0
43,82669.0,18905.0,0.027152409598588598,5.0,South,Online,1
59,79387.0,1213.0,0.6285291067948534,7.0,East,Online,0
51,60965.0,11910.0,0.18341521247515877,9.0,North,Online,0
16,106473.0,65649.0,0.3556040457437458,8.0,North,Partner,0
53,53758.0,92350.0,0.0,11.0,North,Partner,1
20,89494.0,-22983.0,0.029974826069790378,1.0,East,Partner,0
36,75073.0,23468.0,0.7381076003712145,0.0,East,Branch,0
-13,108142.0,42984.0,0.5165031275913463,0.0,West,Online,0
39,102892.0,26043.0,0.08455743362295283,5.0,North,Branch,0
24,82513.0,21984.0,,0.0,North,Online,0
57,65964.0,2687.0,0.5559959516929828,3.0,North,Partner,0
7,70627.0,-12133.0,0.43933785600218356,5.0,East,Branch,1
65,100395.0,-23753.0,0.0,11.0,East,Branch,0
51,111095.0,12070.0,1.0,0.0,North,Online,1
15,87356.0,22325.0,,2.0,South,Partner,0
77,154199.0,-29590.0,0.4124852066733502,10.0,North,Partner,0
37,73211.0,61995.0,0.7866277076900783,0.0,East,Online,1
60,102706.0,-15787.0,0.0,11.0,East,Online,0
31,64232.0,1190.0,0.15103090916814188,4.0,North,Branch,0
39,88618.0,45767.0,0.12737028589611415,12.0,North,Online,1
22,74350.0,14158.0,0.256420561708317,4.0,East,Branch,1
42,101168.0,13812.0,0.22156837812183983,0.0,West,Branch,0
-10,131682.0,-65189.0,0.35961343613538627,0.0,West,Online,1
59,46198.0,-1016.0,0.0,8.0,East,Branch,0
53,76567.0,55221.0,0.8385414184921922,0.0,East,Online,1
61,91878.0,11429.0,0.675825782349763,2.0,West,Partner,1
22,74343.0,34735.0,0.17490676646744147,1.0,West,Partner,0
55,166897.0,60009.0,0.8934745443172403,0.0,West,Partner,1
47,113407.0,7880.0,0.018933644174968678,0.0,South,Branch,0
61,96522.0,1153.0,0.3328632026018548,8.0,South,Partner,0
44,113310.0,29963.0,0.46607397576240833,6.0,North,Partner,0
40,66082.0,21499.0,0.0,1.0,North,Online,0
35,97610.0,30374.0,0.07955688410683023,4.0,South,Branch,0
30,96494.0,54431.0,0.3842682511803732,0.0,West,Partner,0
57,106682.0,-3780.0,0.2448377814697728,8.0,South,Branch,0
60,59555.0,-7673.0,0.12408484133710958,9.0,East,Online,0
56,57855.0,-19694.0,0.0,4.0,West,Online,0
53,113024.0,23566.0,0.7302765938363428,0.0,South,Partner,1
3,88670.0,-9713.0,0.0,3.0,South,Partner,1
47,,-3050.0,0.13276321299599178,0.0,East,Partner,0
57,70551.0,-10187.0,0.0,11.0,South,Online,0
41,120443.0,79693.0,0.8155738366172595,-0.0,South,Branch,1
25,81600.0,-25169.0,0.19703938054790862,0.0,West,Partner,0
73,138079.0,-19004.0,0.20429889625424194,8.0,South,Partner,0
37,121630.0,35532.0,0.7067649352481584,0.0,South,Online,1
55,,-19374.0,0.019129167772116852,5.0,West,Online,0
49,96675.0,26755.0,0.3867487877744372,8.0,East,Partner,0
44,94909.0,71190.0,0.13382572962466655,0.0,West,Branch,1
40,56128.0,18034.0,0.2990134739238488,2.0,South,Partner,0
32,17971.0,21864.0,0.0,-0.0,West,Online,0
7,92914.0,41544.0,0.2278778916844725,1.0,West,Partner,0
32,112448.0,30599.0,0.0,5.0,North,Branch,1
50,116905.0,10202.0,0.12287639882290827,8.0,North,Online,0
11,51689.0,7356.0,0.15479954069298818,2.0,East,Branch,1
61,148489.0,1692.0,0.39119309312969064,8.0,East,Online,0
53,82616.0,6986.0,0.1986271331132789,5.0,North,Online,0
49,67288.0,1344.0,0.28281450067921154,7.0,East,Partner,0
40,109179.0,-25559.0,0.1292531369202582,0.0,North,Partner,0
24,73555.0,47696.0,0.1172759211887185,2.0,West,Online,0
53,77859.0,19729.0,0.3139252171693605,9.0,East,Online,0
63,70058.0,-10292.0,0.09260141022767601,10.0,West,Online,0
58,120791.0,3742.0,0.6425149815061306,0.0,North,Online,1
35,38769.0,73735.20000000001,0.18316782467988157,1.0,West,Partner,0
16,51143.0,49240.0,0.21505420891546817,0.0,South,Online,0
38,56239.0,-11068.0,0.2047490355544595,0.0,North,Online,0
26,59474.0,32353.0,0.25274341438959136,-0.0,South,Branch,0
41,115532.0,34373.0,0.21051051585130842,2.0,South,Online,0
47,99226.0,-24103.0,0.0,4.0,East,Online,0
26,,17370.0,0.0808718692826144,5.0,West,Partner,1
-1,91215.0,29647.0,0.15444028997545378,4.0,South,Branch,0
48,65211.0,1039.0,0.0,4.0,East,Online,0
15,86940.0,-173.0,0.38211646603098093,0.0,North,Online,0
25,92722.0,10400.0,0.18842821204747318,0.0,West,Online,0
22,132360.0,14303.0,0.34953385190722547,2.0,South,Branch,0
60,97593.0,-25898.0,0.0,8.0,West,Branch,0
25,56469.0,30463.0,0.3447985003849891,0.0,South,Online,0
54,77704.0,68517.0,0.11461959674235454,0.0,South,Partner,1
6,73923.0,63814.0,0.30052174723760405,2.0,West,Branch,0
-10,119842.0,13383.0,0.19907665406865,0.0,North,Online,0
28,100290.0,26655.0,0.34819286653082177,2.0,East,Partner,0
15,80710.0,-34177.0,0.1270190743440999,1.0,South,Partner,0
41,24174.0,-17157.0,0.1139279493388382,0.0,South,Partner,0
27,66511.0,-16302.0,,0.0,East,Branch,0
34,,-15747.0,0.34500081716224074,0.0,West,Branch,0
39,68584.0,22003.0,0.0,5.0,South,Partner,0
22,63404.0,7660.0,0.25594886488171703,3.0,East,Partner,0
9,82554.0,-16904.0,0.36733711594357366,3.0,North,Online,1
33,123955.0,25988.0,0.2857887824841856,0.0,North,Partner,0
23,90928.0,5854.0,0.25517212916207616,5.0,East,Online,1
23,112726.0,24924.0,0.29752327672477047,0.0,East,Partner,0
52,88870.0,32320.0,1.0,0.0,North,Partner,1
38,106198.0,25162.0,0.34794560192459967,4.0,West,Partner,0
37,74356.0,21021.0,0.044616720402137905,2.0,South,Online,0
15,16807.0,-41787.0,0.16053542642476887,0.0,South,Branch,0
-1,77523.0,21124.0,0.4405359858685032,1.0,South,Partner,0
22,90191.0,8027.0,0.42878637088136756,8.0,South,Online,1
43,107369.0,3141.0,0.0,6.0,East,Online,0
18,27192.0,20992.0,0.3223250032334956,0.0,North,Online,0
50,82127.0,19436.0,0.3387591069626333,6.0,North,Branch,0
-3,101066.0,48110.0,0.30197908506179516,1.0,West,Online,0
42,73581.0,18175.0,0.43337240656317444,2.0,East,Online,0
52,122557.0,5990.0,0.16312479958992127,3.0,South,Online,0
53,105516.0,10669.0,0.12251761410634905,8.0,West,Partner,0
36,75702.0,79765.0,0.11994781352606548,0.0,West,Partner,1
20,42292.0,19612.0,0.061061604179502446,-0.0,East,Online,0
48,83278.0,4512.0,0.0,5.0,East,Branch,0
45,114734.0,-27372.0,0.13321657778142507,-0.0,West,Partner,0
39,101301.0,23023.0,0.10709419324141063,4.0,West,Partner,0
36,55630.0,38854.0,0.09503931499876139,7.0,South,Branch,0
15,99021.0,29778.0,0.23304950364721133,-0.0,East,Partner,0
17,90973.0,-16166.0,0.2542800838738638,2.0,North,Online,0
42,73304.0,9880.0,0.17517974801684555,2.0,East,Partner,0
23,64645.0,17521.0,0.19866985089485134,4.0,North,Partner,1
50,89653.0,13461.0,0.3168676241389206,0.0,North,Partner,0
48,71349.0,2294.0,0.05283517757789666,5.0,East,Partner,0
42,101860.0,71352.0,1.0,0.0,South,Branch,1
20,127768.0,17646.0,0.12323312006868152,1.0,North,Branch,0
44,56806.0,12979.0,0.0,5.0,West,Branch,0
-8,101499.0,5394.0,0.06773771383177507,1.0,West,Branch,0
22,60944.0,-5509.0,0.1711513095957807,4.0,North,Online,0
48,64050.0,32981.0,0.3049989131061621,2.0,East,Branch,0
30,87318.0,20398.0,0.5176046814746075,5.0,South,Online,1
27,107642.0,55557.0,0.1849624485318887,0.0,West,Branch,0
3,90137.0,3084.0,0.40794719172947713,0.0,East,Branch,0
62,79856.0,-2652.0,0.2880247445832203,9.0,South,Partner,0
40,58716.0,22813.0,0.0590187370604115,3.0,West,Partner,0
48,126195.0,37942.0,0.691191149373395,0.0,East,Online,1
-3,69122.0,-10258.0,0.20720027714893122,0.0,North,Online,0
28,83861.0,12209.0,0.42353280966382345,0.0,South,Branch,0
24,87462.0,30260.0,0.07859442326485724,7.0,West,Online,0
12,91800.0,30182.0,0.39628644334080226,0.0,East,Partner,0
16,85099.0,9246.0,0.07328627773694886,0.0,North,Online,0
39,63622.0,9852.0,1.0,0.0,West,Partner,1
55,162458.0,2683.0,0.1141853107027887,6.0,South,Online,0
17,57656.0,-6441.0,0.33774129957742116,0.0,North,Online,0
57,81590.0,110.0,0.264528829724509,7.0,West,Partner,0
69,93673.0,-13074.0,0.1923538780460063,0.0,West,Partner,0
52,80643.0,33050.0,0.29332121440358727,-0.0,East,Branch,1
54,75916.0,-1792.0,0.0,10.0,East,Online,0
6,61226.0,15902.0,0.3498672357388308,0.0,North,Partner,0
69,75117.0,74988.0,0.22717116716168145,0.0,East,Branch,1
44,65798.0,16203.0,0.36620603828639015,0.0,West,Partner,0
75,57084.0,17015.0,0.28606751888786625,5.0,North,Partner,0
16,98617.0,42117.0,0.3018195322917807,1.0,West,Branch,0
56,113277.0,17235.0,0.19587346019480506,12.0,North,Branch,0
27,78342.0,-1041.0,0.6631886481729296,9.0,South,Partner,1
40,86368.0,17720.0,,1.0,North,Partner,0
10,77353.0,2414.0,0.3574969800631541,2.0,South,Partner,0
5,120012.0,-23135.0,0.24354743630917916,0.0,East,Online,0
34,93395.0,20527.0,0.33403415232726374,7.0,West,Branch,1
25,95316.0,24972.0,0.3129440040592217,0.0,North,Partner,0
59,81434.0,94197.0,0.1612699512382576,0.0,West,Branch,1
46,84349.0,-3051.0,0.0,6.0,West,Branch,0
45,77046.0,8764.0,0.15196124300762132,5.0,North,Partner,0
32,80713.0,40809.0,0.0,7.0,West,Online,1
50,101047.0,70640.0,0.5711316814880847,0.0,West,Partner,1
7,93152.0,58731.0,0.2106477302484416,0.0,North,Partner,0
32,75750.0,34094.0,0.5379678944342918,-0.0,North,Partner,0
39,74632.0,24542.0,0.815519721795694,1.0,East,Partner,0
32,112483.0,-26554.0,0.29723221296827207,0.0,South,Online,0
52,86284.0,-5327.0,0.2885768438793066,5.0,South,Partner,0
26,112945.0,17102.0,0.08151389717641519,0.0,South,Partner,0
20,63227.0,22494.0,0.3511622680138904,0.0,South,Branch,0
52,125480.0,17846.0,0.4097464278967043,7.0,West,Online,0
48,123716.0,3433.0,0.4919589752483792,2.0,North,Online,0
46,48867.0,50905.0,0.2750846483310514,-0.0,North,Partner,1
16,82078.0,38197.0,0.3196562677567368,0.0,West,Online,0
40,98733.0,29166.0,0.03380294867161701,6.0,West,Branch,0
50,152871.0,3986.0,0.7872718047757601,6.0,West,Branch,0
43,86112.0,34723.0,0.20952089292550558,3.0,West,Partner,0
64,45242.0,96089.0,0.4561149906019857,0.0,North,Online,1
57,92864.0,-2726.0,0.0,9.0,West,Branch,0
26,95181.0,32840.0,0.0031158126483613324,7.0,South,Partner,1
72,103227.0,-28317.0,0.03351012576031473,11.0,South,Online,0
55,72375.0,-7909.0,0.1575508055849146,10.0,South,Online,0
33,71358.0,33028.0,0.04254649644975104,0.0,West,Online,0
60,79999.0,-29399.0,0.0,7.0,East,Branch,0
42,,17540.0,0.0,6.0,North,Branch,0
46,45366.0,-8169.0,0.15745611487833117,2.0,North,Partner,0
47,37462.0,4616.0,1.0,0.0,East,Partner,1
36,91717.0,94994.0,0.9057377753016347,0.0,West,Partner,1
39,109148.0,7645.0,1.0,0.0,East,Partner,1
40,90357.0,24366.0,0.23772813451590705,0.0,West,Online,0
72,121428.0,-32808.0,0.02771731030330546,14.0,North,Online,0
26,108684.0,9488.0,0.0,5.0,South,Partner,1
36,70262.0,34966.0,0.7927738593323784,0.0,East,Branch,0
16,74378.0,-4049.0,0.15412600311363606,1.0,West,Partner,0
-16,58080.0,75053.0,0.3732001600362386,2.0,South,Branch,0
38,71172.0,38597.0,0.0,7.0,East,Branch,1
55,90570.0,-833.0,0.0,7.0,North,Online,0
18,97017.0,-1175.0,0.5455687773835715,4.0,East,Partner,1
23,130651.0,-16077.0,0.2484492981463443,-0.0,West,Online,0
52,85869.0,-6053.0,0.29282950720059214,5.0,West,Partner,0
-19,112741.0,69938.0,0.3361048836668479,2.0,South,Partner,0
39,59117.0,28536.0,0.27491703146238844,1.0,South,Partner,0
59,94585.0,-16628.0,0.0,13.0,West,Partner,0
13,70129.0,66179.0,0.44238412152870976,1.0,East,Branch,0
58,76367.0,15160.0,0.291594371919121,9.0,South,Partner,0
34,111154.0,-22054.0,0.2445711894597486,0.0,South,Online,0
64,102392.0,-18461.0,0.1533177802576041,9.0,East,Branch,0
37,51688.0,33059.0,0.5356141586726919,1.0,East,Partner,0
56,127796.0,4338.0,0.2630575288300008,10.0,East,Branch,0
24,80729.0,22890.0,0.21607311546416075,6.0,North,Online,1
15,44844.0,9216.0,0.16207324723951821,-0.0,North,Online,0
-1,90618.0,19277.0,0.2800490313510253,2.0,North,Branch,0
50,125452.0,10023.0,0.5583530309863554,1.0,North,Online,0
7,63296.0,-27209.0,0.23678264321242887,2.0,South,Branch,1
35,75876.0,-25940.0,0.0,4.0,South,Partner,0
52,36490.0,44653.0,0.5729349518468715,-0.0,South,Partner,1
15,104127.0,15541.0,0.2766899746999461,7.0,West,Partner,0
2,80362.0,-17791.0,0.22066770576380396,3.0,North,Online,0
19,59587.0,-6572.0,0.2785748565033877,2.0,West,Branch,0
57,139106.0,-11380.0,0.3569394944758326,3.0,North,Partner,0
44,89572.0,63348.0,0.0,9.0,East,Branch,1
2,107844.0,59082.0,0.2210766103531114,3.0,West,Online,0
11,56019.0,5982.0,0.09843552669269084,0.0,West,Branch,0
37,71704.0,37611.0,0.38050361456970794,0.0,East,Partner,0
40,93163.0,40625.0,1.0,-0.0,North,Branch,1
21,119939.0,58497.0,0.30613254462702555,6.0,South,Branch,0
64,90031.0,3660.0,0.5590067345744879,7.0,South,Partner,0
48,105352.0,19351.0,0.5211301641341182,4.0,West,Partner,0
48,118082.0,43168.0,0.4939101184800917,2.0,South,Partner,1
31,31637.0,6512.0,0.28536823578386666,5.0,West,Partner,0
12,72325.0,-26859.0,0.2178893428481549,0.0,West,Branch,0
6,40533.0,39313.0,0.28627826655215055,0.0,North,Online,0
13,112718.0,-15841.0,0.46341567761936064,5.0,West,Partner,1
13,88020.0,-1648.0,0.1707794778704389,0.0,East,Branch,0
44,98085.0,13360.0,0.0,1.0,East,Partner,0
65,87732.0,-19238.0,0.5368537543097429,7.0,South,Partner,0
-13,60389.0,28363.0,0.21087995913986762,0.0,South,Partner,0
47,83903.0,69834.0,0.30620924954091766,1.0,East,Partner,1
22,57241.0,-11240.0,0.20936197133237233,0.0,North,Partner,0
37,100755.0,6127.0,0.21668113063037392,1.0,East,Online,0
40,94474.0,13816.0,0.23525747335779543,2.0,East,Branch,0
72,33678.0,-28905.0,0.0,11.0,North,Online,0
29,81938.0,47877.0,0.164554548254021,4.0,North,Partner,0
31,86359.0,-7419.0,0.2773689784699983,0.0,East,Partner,0
54,116145.0,14346.0,0.0,10.0,East,Branch,0
29,101025.0,48004.0,0.1924909222888228,2.0,South,Partner,0
62,69891.0,-5923.0,,7.0,West,Branch,0
35,89243.0,-10769.0,0.16868457306089685,0.0,East,Online,0
49,90919.0,9264.0,0.0,3.0,East,Online,0
56,84705.0,7662.0,0.5881226418173638,6.0,North,Online,0
26,108176.0,16288.0,,6.0,East,Online,1
52,76842.0,-2054.0,0.14347206987510308,5.0,West,Branch,0
38,68318.0,55370.0,0.031812289447076966,8.0,North,Branch,1
34,105977.0,48058.0,0.0022791544271248097,7.0,East,Partner,1
58,108039.0,-7539.0,0.0,7.0,North,Online,0
56,80525.0,-16621.0,0.0,6.0,North,Partner,0
34,78113.0,-3816.0,0.20214808641806933,0.0,North,Partner,0
32,112447.0,18352.0,0.2620385449536638,0.0,West,Online,0
46,110199.0,18830.0,0.0,5.0,West,Branch,0
34,63396.0,20114.0,0.5867295341558693,10.0,North,Branch,1
-1,59677.0,-27621.0,0.02353892322083528,0.0,East,Online,1
48,155547.0,6985.0,0.24613449229118634,7.0,East,Branch,0
20,80353.0,-13338.0,0.12392194641639191,0.0,East,Online,0
37,74897.0,71805.0,0.41184044808146536,6.0,East,Branch,1
27,143683.0,16833.0,0.186974899511553,1.0,West,Online,0
2,25235.0,-27908.0,0.5963333620950405,5.0,North,Partner,1
36,80730.0,32695.0,0.07316789586670104,2.0,North,Online,0
50,76378.0,27135.0,0.30150842796235117,5.0,North,Partner,0
47,113264.0,75234.0,0.786945321982484,0.0,West,Online,1
45,72818.0,50553.0,0.7532205201919752,0.0,North,Online,1
37,64197.0,10640.0,0.5499570791037276,0.0,North,Online,1
16,84374.0,37178.0,0.2670556636080205,0.0,East,Branch,0
59,109704.0,-17766.0,0.46725698125932114,7.0,South,Online,0
45,102495.0,20778.0,0.40898885069625696,1.0,East,Branch,0
31,73087.0,36045.0,1.0,0.0,South,Branch,1
32,100136.0,36940.0,0.0,3.0,North,Partner,0
44,131154.0,4894.0,0.0,4.0,East,Branch,0
68,95319.0,-33306.0,0.08985907166914608,7.0,North,Branch,0
62,87815.0,4590.0,0.4405907286222591,8.0,South,Online,1
24,88853.0,-37973.0,0.21978077236843752,0.0,West,Online,0
51,78943.0,74907.0,0.1219832859527897,1.0,North,Branch,1
45,109583.0,31552.0,0.4331289092430751,5.0,North,Partner,0
43,63965.0,23065.0,0.38936580714664565,-0.0,West,Partner,0
39,,19980.0,0.5614049212208019,1.0,South,Online,0
34,82379.0,18004.0,0.0,3.0,South,Online,0
37,57181.0,5533.0,0.04957767417716627,6.0,East,Partner,0
3,59454.0,35268.0,0.14544703871017609,0.0,North,Partner,0
39,87232.0,-22451.0,1.0,3.0,North,Branch,1
53,98544.0,-10838.0,0.0,8.0,West,Branch,0
64,93319.0,-5421.0,0.19929796267162456,11.0,West,Branch,0
39,113202.0,50620.0,0.07942643781935269,11.0,West,Branch,1
53,94826.0,-1899.0,0.33365937736720996,5.0,North,Partner,0
12,131898.0,-5418.0,0.1593301575186712,4.0,East,Online,1
42,71746.0,1185.0,0.2733518020839545,3.0,West,Partner,0
5,69141.0,21125.0,0.19775426513133545,0.0,West,Partner,0
11,138205.0,-21908.0,0.5474587601813171,2.0,South,Partner,1
9,96596.0,16672.0,0.44131221119711894,0.0,South,Partner,0
31,111349.0,21545.0,0.5006462905727959,0.0,North,Online,0
62,49150.0,-12923.0,0.0,10.0,North,Partner,0
20,110835.0,-663.0,0.23963786751885677,7.0,South,Branch,1
14,39317.0,34110.0,0.33616962244219983,0.0,North,Branch,0
30,93278.0,28220.0,,10.0,West,Online,1
15,120758.0,-29964.0,0.11645751158637757,1.0,North,Partner,0
52,83149.0,-20229.0,0.214976306327339,0.0,East,Branch,0
69,57577.0,70743.0,0.6135907350403622,0.0,East,Online,1
13,67043.0,33507.0,0.17599307751978227,5.0,North,Branch,0
36,34216.0,33469.0,0.2822805918053709,3.0,South,Partner,0
17,68238.0,-6635.0,0.14121465991074617,7.0,West,Online,0
41,75991.0,8994.0,0.0,4.0,North,Branch,0
14,52658.0,-33883.0,0.17809750504008653,7.0,North,Branch,0
6,64979.0,-33012.0,0.06870510216212755,0.0,North,Online,0
54,86690.0,2565.0,0.07102893765712112,0.0,North,Branch,0
37,91535.0,-14893.0,0.15161590549279647,0.0,West,Branch,0
46,125499.0,28227.0,0.8600698073916796,3.0,North,Branch,0
77,68632.0,-22743.0,0.32691592395316343,11.0,South,Branch,0
21,77205.0,11224.0,,8.0,West,Online,1
2,,53958.0,0.05371630476893147,3.0,West,Partner,0
11,145970.0,35924.0,0.2621008367115198,0.0,North,Partner,0
55,121003.0,-2512.0,0.3330176429983554,0.0,South,Online,0
59,80572.0,-14831.0,0.0,9.0,North,Partner,0
39,109954.0,-14642.0,0.2599111411465552,0.0,North,Partner,0
50,86083.0,20348.0,0.7552837002315772,-0.0,West,Branch,1
46,130505.0,14593.0,0.24870277425766052,0.0,South,Partner,0
47,103837.0,56399.0,0.11694975824979023,8.0,East,Branch,1
58,46366.0,8759.0,0.21929102109218046,10.0,North,Partner,0
59,120771.0,-603.0,0.05590704711098492,10.0,South,Partner,0
41,62088.0,19241.0,0.22063790061937694,4.0,South,Branch,0
51,69146.0,71088.0,0.9949949574074504,0.0,East,Branch,1
18,38563.0,23883.0,0.31088497798621717,4.0,West,Online,0
-8,121823.0,49750.0,0.24670416589251012,8.0,North,Partner,0
36,42415.0,6855.0,0.24214532980427386,0.0,East,Online,0
