age,income,loan_amount,credit_utilization,late_payments_12m,region,channel,default,debt_to_income,payment_stress,is_online
50,35466.0,6293.0,0.17511450732541,7.0,West,Branch,0,0.1774375458135274,0.420274817580984,0
18,63938.0,1000.0,0.11601565330164718,-0.0,South,Online,0,0.015640151396420904,0.11601565330164718,1
18,70073.0,76804.0,0.4201911256133421,0.0,North,Partner,0,1.0960569691450908,0.4201911256133421,0
18,153348.0,45451.0,0.43738169069793825,8.0,South,Partner,0,0.2963912147514386,1.1371923958146395,0
48,87209.0,1000.0,0.07786926498377944,6.0,North,Online,0,0.011466706417784097,0.17131238296431478,1
55,46591.0,1000.0,0.7627152108355559,1.0,South,Branch,0,0.021463372753933948,0.915258253002667,0
30,58818.0,35038.0,0.0,3.0,West,Online,0,0.595701995977495,0.0,1
41,85557.0,2914.0,0.5295780939034046,0.0,North,Partner,1,0.034059165234474574,0.5295780939034046,0
30,112614.0,1000.0,0.17906209733685197,0.0,West,Branch,0,0.00887989059966896,0.17906209733685197,0
28,45994.0,1000.0,0.49773215500873097,0.0,East,Online,0,0.02174196634296339,0.49773215500873097,1
36,97166.0,35109.0,0.13702152503475015,3.0,South,Partner,0,0.3613300948854401,0.21923444005560025,0
50,78416.0,1000.0,0.7066779527277407,4.0,South,Online,0,0.012752499489737395,1.2720203149099334,1
52,94516.0,65103.0,0.6583761577941423,1.0,West,Online,1,0.6888040120118414,0.7900513893529707,1
18,91432.0,1000.0,0.29861707299043144,1.0,North,Partner,0,0.010937089859010663,0.3583404875885177,0
56,113027.0,1000.0,0.04791218217157704,0.0,East,Online,0,0.008847443531113386,0.04791218217157704,1
18,95548.0,1000.0,0.0,4.0,South,Branch,1,0.010465943818704046,0.0,0
61,120490.0,1000.0,0.0959119605373222,0.0,East,Online,0,0.008299443937187324,0.0959119605373222,1
18,97818.0,1709.0,0.17368753630662748,0.0,West,Branch,0,0.017471222065289914,0.17368753630662748,0
43,95471.0,15376.0,0.06257228554076516,8.0,West,Partner,0,0.16105414209381852,0.1626879424059894,0
28,82033.0,37240.0,0.18953170932106272,0.0,South,Branch,0,0.4539636487699589,0.18953170932106272,0
18,72442.0,105938.8,0.46949635291440384,4.0,East,Partner,0,1.4623947433607247,0.845093435245927,0
18,83193.0,12652.0,0.3011100953431134,0.0,South,Branch,0,0.15208010289144425,0.3011100953431134,0
18,140699.0,41904.0,0.2134977911322642,0.0,East,Partner,0,0.29782727666651626,0.2134977911322642,0
62,93363.0,1000.0,0.0,8.0,North,Branch,0,0.010710881184080302,0.0,0
33,99555.0,3029.0,0.24080903687662775,0.0,West,Partner,0,0.030425392998539247,0.24080903687662775,0
34,63031.0,48464.0,0.37649452148690904,2.0,North,Online,1,0.7688914978222003,0.5270923300816727,1
48,63203.0,1000.0,0.09410074397123094,0.0,North,Branch,0,0.015822033763969717,0.09410074397123094,0
45,46894.0,17781.0,0.10742047610663454,8.0,West,Branch,0,0.3791743080057326,0.2792932378772498,0
29,55705.0,1000.0,0.1261116820604468,0.0,South,Branch,0,0.017951709900045746,0.1261116820604468,0
18,101301.0,30574.0,0.3634185213779217,0.0,North,Branch,0,0.30181340756456687,0.3634185213779217,0
18,95774.0,33811.0,0.1618929849351909,0.0,East,Online,0,0.35302900578076485,0.1618929849351909,1
18,89297.0,1000.0,0.4815347119092452,5.0,South,Branch,1,0.011198584498793929,0.9630694238184904,0
19,93977.0,13886.0,0.2658715037792858,2.0,West,Partner,1,0.14775955818819755,0.37222010529100014,0
56,91249.0,1000.0,0.1880922622249874,7.0,West,Partner,0,0.010959024208364377,0.45142142933996976,0
18,54488.0,53308.0,0.33559623175032727,0.0,East,Online,0,0.9783438555098675,0.33559623175032727,1
18,61696.0,4717.0,0.19839845008789106,0.0,South,Branch,0,0.07645552385768194,0.19839845008789106,0
58,73265.0,1000.0,0.0,7.0,South,Partner,0,0.013649082099042531,0.0,0
45,98383.0,26880.0,0.4409571739842296,4.0,East,Partner,0,0.27321793398988425,0.7937229131716134,0
18,48523.0,1000.0,0.30423169765581143,2.0,West,Branch,1,0.020608783463087428,0.425924376718136,0
44,83241.0,18135.0,0.20043232160785734,3.0,East,Branch,0,0.2178613904179688,0.3206917145725718,0
45,125273.0,66266.0,0.0,11.0,North,Online,1,0.5289727235674968,0.0,1
18,85033.0,1000.0,0.0820514741497819,-0.0,North,Branch,0,0.011760140180732657,0.0820514741497819,0
32,75157.0,49418.0,0.4451778039012474,6.0,East,Online,0,0.6575302366957498,0.9793911685827443,1
40,66515.0,1000.0,0.42938787597791706,0.0,South,Online,0,0.0150342028111699,0.42938787597791706,1
39,85033.0,17761.0,0.47603357266294455,3.0,South,Partner,0,0.2088718497499927,0.7616537162607113,0
43,82669.0,18905.0,0.027152409598588598,5.0,South,Online,1,0.22868306136243718,0.054304819197177195,1
59,79387.0,1213.0,0.6285291067948534,7.0,East,Online,0,0.015279579779872278,1.5084698563076482,1
51,60965.0,11910.0,0.18341521247515877,9.0,North,Online,0,0.19535799228745415,0.5135625949304445,1
18,106473.0,65649.0,0.3556040457437458,8.0,North,Partner,0,0.6165788509705129,0.9245705189337392,0
53,53758.0,92350.0,0.0,11.0,North,Partner,1,1.7178838498136484,0.0,0
20,89494.0,1000.0,0.029974826069790378,1.0,East,Partner,0,0.011173933447927527,0.03596979128374845,0
36,75073.0,23468.0,0.7381076003712145,0.0,East,Branch,0,0.3126024003261812,0.7381076003712145,0
18,108142.0,42984.0,0.5165031275913463,0.0,West,Online,0,0.3974773908342968,0.5165031275913463,1
39,102892.0,26043.0,0.08455743362295283,5.0,North,Branch,0,0.25311005714484014,0.16911486724590566,0
24,82513.0,21984.0,0.2566175573600038,0.0,North,Online,0,0.26643074424313223,0.2566175573600038,1
57,65964.0,2687.0,0.5559959516929828,3.0,North,Partner,0,0.040734339942381695,0.8895935227087725,0
18,70627.0,1000.0,0.43933785600218356,5.0,East,Branch,1,0.014158891075450483,0.8786757120043671,0
65,100395.0,1000.0,0.0,11.0,East,Branch,0,0.009960655411026838,0.0,0
51,111095.0,12070.0,1.0,0.0,North,Online,1,0.10864575363329902,1.0,1
18,87356.0,22325.0,0.2566175573600038,2.0,South,Partner,0,0.255563441546596,0.3592645803040053,0
75,154199.0,1000.0,0.4124852066733502,10.0,North,Partner,0,0.00648512636264512,1.2374556200200506,0
37,73211.0,61995.0,0.7866277076900783,0.0,East,Online,1,0.8467989782840448,0.7866277076900783,1
60,102706.0,1000.0,0.0,11.0,East,Online,0,0.00973652951132615,0.0,1
31,64232.0,1190.0,0.15103090916814188,4.0,North,Branch,0,0.018526591106947835,0.2718556365026554,0
39,88618.0,45767.0,0.12737028589611415,12.0,North,Online,1,0.5164526394128005,0.4330589720467881,1
22,74350.0,14158.0,0.256420561708317,4.0,East,Branch,1,0.19042367181990016,0.4615570110749706,0
42,101168.0,13812.0,0.22156837812183983,0.0,West,Branch,0,0.1365253835191313,0.22156837812183983,0
18,131682.0,1000.0,0.35961343613538627,0.0,West,Online,1,0.007594052338151045,0.35961343613538627,1
59,46198.0,1000.0,0.0,8.0,East,Branch,0,0.021645958699042255,0.0,0
53,76567.0,55221.0,0.8385414184921922,0.0,East,Online,1,0.7212114879684302,0.8385414184921922,1
61,91878.0,11429.0,0.675825782349763,2.0,West,Partner,1,0.12439321709087711,0.9461560952896682,0
22,74343.0,34735.0,0.17490676646744147,1.0,West,Partner,0,0.46722623514699135,0.20988811976092975,0
55,166897.0,60009.0,0.8934745443172403,0.0,West,Partner,1,0.35955709209656517,0.8934745443172403,0
47,113407.0,7880.0,0.018933644174968678,0.0,South,Branch,0,0.06948424700354049,0.018933644174968678,0
61,96522.0,1153.0,0.3328632026018548,8.0,South,Partner,0,0.011945463210336033,0.8654443267648225,0
44,113310.0,29963.0,0.46607397576240833,6.0,North,Partner,0,0.26443385402643693,1.0253627466772983,0
40,66082.0,21499.0,0.0,1.0,North,Online,0,0.32533821615076214,0.0,1
35,97610.0,30374.0,0.07955688410683023,4.0,South,Branch,0,0.31117713348723314,0.14320239139229443,0
30,96494.0,54431.0,0.3842682511803732,0.0,West,Partner,0,0.5640868862254225,0.3842682511803732,0
57,106682.0,1000.0,0.2448377814697728,8.0,South,Branch,0,0.009373652537359877,0.6365782318214093,0
60,59555.0,1000.0,0.12408484133710958,9.0,East,Online,0,0.016791201410178973,0.3474375557439068,1
56,57855.0,1000.0,0.0,4.0,West,Online,0,0.017284590787014352,0.0,1
53,113024.0,23566.0,0.7302765938363428,0.0,South,Partner,1,0.20850438844662636,0.7302765938363428,0
18,88670.0,1000.0,0.0,3.0,South,Partner,1,0.011277771512221972,0.0,0
47,85033.0,1000.0,0.13276321299599178,0.0,East,Partner,0,0.011760140180732657,0.13276321299599178,0
57,70551.0,1000.0,0.0,11.0,South,Online,0,0.014174143527176454,0.0,1
41,120443.0,79693.0,0.8155738366172595,-0.0,South,Branch,1,0.6616656841770658,0.8155738366172595,0
25,81600.0,1000.0,0.19703938054790862,0.0,West,Partner,0,0.012254901960634132,0.19703938054790862,0
73,138079.0,1000.0,0.20429889625424194,8.0,South,Partner,0,0.007242230896753001,0.5311771302610291,0
37,121630.0,35532.0,0.7067649352481584,0.0,South,Online,1,0.2921318753572957,0.7067649352481584,1
55,85033.0,1000.0,0.019129167772116852,5.0,West,Online,0,0.011760140180732657,0.038258335544233704,1
49,96675.0,26755.0,0.3867487877744372,8.0,East,Partner,0,0.2767520041347117,1.0055468482135368,0
44,94909.0,71190.0,0.13382572962466655,0.0,West,Branch,1,0.750086925362715,0.13382572962466655,0
40,56128.0,18034.0,0.2990134739238488,2.0,South,Partner,0,0.321301311282759,0.4186188634933883,0
32,17971.0,21864.0,0.0,-0.0,West,Online,0,1.2166267875345487,0.0,1
18,92914.0,41544.0,0.2278778916844725,1.0,West,Partner,0,0.4471231461303235,0.273453470021367,0
32,112448.0,30599.0,0.0,5.0,North,Branch,1,0.2721168895820992,0.0,0
50,116905.0,10202.0,0.12287639882290827,8.0,North,Online,0,0.08726743937310409,0.3194786369395615,1
18,51689.0,7356.0,0.15479954069298818,2.0,East,Branch,1,0.14231267774299536,0.21671935697018344,0
61,148489.0,1692.0,0.39119309312969064,8.0,East,Online,0,0.011394783451896135,1.0171020421371957,1
53,82616.0,6986.0,0.1986271331132789,5.0,North,Online,0,0.08455989154540816,0.3972542662265578,1
49,67288.0,1344.0,0.28281450067921154,7.0,East,Partner,0,0.01997384377571077,0.6787548016301077,0
40,109179.0,1000.0,0.1292531369202582,0.0,North,Partner,0,0.009159270555609052,0.1292531369202582,0
24,73555.0,47696.0,0.1172759211887185,2.0,West,Online,0,0.6484399428910552,0.1641862896642059,1
53,77859.0,19729.0,0.3139252171693605,9.0,East,Online,0,0.25339395573725076,0.8789906080742094,1
63,70058.0,1000.0,0.09260141022767601,10.0,West,Online,0,0.014273887350277287,0.27780423068302806,1
58,120791.0,3742.0,0.6425149815061306,0.0,North,Online,1,0.030979129239504775,0.6425149815061306,1
35,38769.0,73735.20000000001,0.18316782467988157,1.0,West,Partner,0,1.9019113208516625,0.21980138961585788,0
18,51143.0,49240.0,0.21505420891546817,0.0,South,Online,0,0.9627906067113233,0.21505420891546817,1
38,56239.0,1000.0,0.2047490355544595,0.0,North,Online,0,0.017781255000661796,0.2047490355544595,1
26,59474.0,32353.0,0.25274341438959136,-0.0,South,Branch,0,0.5439856071469216,0.25274341438959136,0
41,115532.0,34373.0,0.21051051585130842,2.0,South,Online,0,0.2975193020089887,0.29471472219183176,1
47,99226.0,1000.0,0.0,4.0,East,Online,0,0.010078003748915829,0.0,1
26,85033.0,17370.0,0.0808718692826144,5.0,West,Partner,1,0.20427363493932624,0.1617437385652288,0
18,91215.0,29647.0,0.15444028997545378,4.0,South,Branch,0,0.3250232966033545,0.2779925219558168,0
48,65211.0,1039.0,0.0,4.0,East,Online,0,0.015932894756775194,0.0,1
18,86940.0,1000.0,0.38211646603098093,0.0,North,Online,0,0.011502185415096594,0.38211646603098093,1
25,92722.0,10400.0,0.18842821204747318,0.0,West,Online,0,0.1121632406536511,0.18842821204747318,1
22,132360.0,14303.0,0.34953385190722547,2.0,South,Branch,0,0.10806134783840993,0.4893473926701156,0
60,97593.0,1000.0,0.0,8.0,West,Branch,0,0.010246636541450242,0.0,0
25,56469.0,30463.0,0.3447985003849891,0.0,South,Online,0,0.5394641307524577,0.3447985003849891,1
54,77704.0,68517.0,0.11461959674235454,0.0,South,Partner,1,0.8817692782754843,0.11461959674235454,0
18,73923.0,63814.0,0.30052174723760405,2.0,West,Branch,0,0.8632495975425342,0.42073044613264565,0
18,119842.0,13383.0,0.19907665406865,0.0,North,Online,0,0.11167203484494859,0.19907665406865,1
28,100290.0,26655.0,0.34819286653082177,2.0,East,Partner,0,0.26577924020076005,0.4874700131431504,0
18,80710.0,1000.0,0.1270190743440999,1.0,South,Partner,0,0.012390038408965557,0.15242288921291988,0
41,24174.0,1000.0,0.1139279493388382,0.0,South,Partner,0,0.04136675767182234,0.1139279493388382,0
27,66511.0,1000.0,0.2566175573600038,0.0,East,Branch,0,0.015035106974560073,0.2566175573600038,0
34,85033.0,1000.0,0.34500081716224074,0.0,West,Branch,0,0.011760140180732657,0.34500081716224074,0
39,68584.0,22003.0,0.0,5.0,South,Partner,0,0.32081826664643626,0.0,0
22,63404.0,7660.0,0.25594886488171703,3.0,East,Partner,0,0.12081256702856583,0.4095181838107473,0
18,82554.0,1000.0,0.36733711594357366,3.0,North,Online,1,0.012113283426458885,0.5877393855097178,1
33,123955.0,25988.0,0.2857887824841856,0.0,North,Partner,0,0.20965673026332415,0.2857887824841856,0
23,90928.0,5854.0,0.25517212916207616,5.0,East,Online,1,0.06438060883265463,0.5103442583241523,1
23,112726.0,24924.0,0.29752327672477047,0.0,East,Partner,0,0.2211024963165454,0.29752327672477047,0
52,88870.0,32320.0,1.0,0.0,North,Partner,1,0.36367728141821004,1.0,0
38,106198.0,25162.0,0.34794560192459967,4.0,West,Partner,0,0.23693478219705708,0.6263020834642794,0
37,74356.0,21021.0,0.044616720402137905,2.0,South,Online,0,0.2827075151933576,0.06246340856299306,1
18,16807.0,1000.0,0.16053542642476887,0.0,South,Branch,0,0.05949901826265847,0.16053542642476887,0
18,77523.0,21124.0,0.4405359858685032,1.0,South,Partner,0,0.272486874859429,0.5286431830422038,0
22,90191.0,8027.0,0.42878637088136756,8.0,South,Online,1,0.08900001108659401,1.1148445642915557,1
43,107369.0,3141.0,0.0,6.0,East,Online,0,0.029254254020906836,0.0,1
18,27192.0,20992.0,0.3223250032334956,0.0,North,Online,0,0.7719917622546341,0.3223250032334956,1
50,82127.0,19436.0,0.3387591069626333,6.0,North,Branch,0,0.2366578591664537,0.7452700353177932,0
18,101066.0,48110.0,0.30197908506179516,1.0,West,Online,0,0.4760255674462626,0.3623749020741542,1
42,73581.0,18175.0,0.43337240656317444,2.0,East,Online,0,0.2470067000958535,0.6067213691884442,1
52,122557.0,5990.0,0.16312479958992127,3.0,South,Online,0,0.048875217245454156,0.260999679343874,1
53,105516.0,10669.0,0.12251761410634905,8.0,West,Partner,0,0.10111262746786163,0.31854579667650756,0
36,75702.0,79765.0,0.11994781352606548,0.0,West,Partner,1,1.0536709730118932,0.11994781352606548,0
20,42292.0,19612.0,0.061061604179502446,-0.0,East,Online,0,0.4637283646915793,0.061061604179502446,1
48,83278.0,4512.0,0.0,5.0,East,Branch,0,0.05417997550308389,0.0,0
45,114734.0,1000.0,0.13321657778142507,-0.0,West,Partner,0,0.008715812226465426,0.13321657778142507,0
39,101301.0,23023.0,0.10709419324141063,4.0,West,Partner,0,0.22727317597825025,0.19276954783453915,0
36,55630.0,38854.0,0.09503931499876139,7.0,South,Branch,0,0.6984360956192983,0.22809435599702732,0
18,99021.0,29778.0,0.23304950364721133,-0.0,East,Partner,0,0.30072408882660523,0.23304950364721133,0
18,90973.0,1000.0,0.2542800838738638,2.0,North,Online,0,0.010992272432359137,0.3559921174234093,1
42,73304.0,9880.0,0.17517974801684555,2.0,East,Partner,0,0.13478118519951462,0.24525164722358375,0
23,64645.0,17521.0,0.19866985089485134,4.0,North,Partner,1,0.2710341093623477,0.35760573161073245,0
50,89653.0,13461.0,0.3168676241389206,0.0,North,Partner,0,0.1501455612176933,0.3168676241389206,0
48,71349.0,2294.0,0.05283517757789666,5.0,East,Partner,0,0.03215181712382582,0.10567035515579332,0
42,101860.0,71352.0,1.0,0.0,South,Branch,1,0.7004908698144464,1.0,0
20,127768.0,17646.0,0.12323312006868152,1.0,North,Branch,0,0.13810969882804686,0.14787974408241783,0
44,56806.0,12979.0,0.0,5.0,West,Branch,0,0.22847938597633208,0.0,0
18,101499.0,5394.0,0.06773771383177507,1.0,West,Branch,0,0.05314338072243921,0.08128525659813009,0
22,60944.0,1000.0,0.1711513095957807,4.0,North,Online,0,0.016408506169329082,0.3080723572724053,1
48,64050.0,32981.0,0.3049989131061621,2.0,East,Branch,0,0.5149258391800948,0.4269984783486269,0
30,87318.0,20398.0,0.5176046814746075,5.0,South,Online,1,0.23360590026989161,1.035209362949215,1
27,107642.0,55557.0,0.1849624485318887,0.0,West,Branch,0,0.5161275338574522,0.1849624485318887,0
18,90137.0,3084.0,0.40794719172947713,0.0,East,Branch,0,0.03421458446548904,0.40794719172947713,0
62,79856.0,1000.0,0.2880247445832203,9.0,South,Partner,0,0.012522540572874644,0.8064692848330168,0
40,58716.0,22813.0,0.0590187370604115,3.0,West,Partner,0,0.38853123509114157,0.0944299792966584,0
48,126195.0,37942.0,0.691191149373395,0.0,East,Online,1,0.3006616743904223,0.691191149373395,1
18,69122.0,1000.0,0.20720027714893122,0.0,North,Online,0,0.014467173982025013,0.20720027714893122,1
28,83861.0,12209.0,0.42353280966382345,0.0,South,Branch,0,0.14558614850591353,0.42353280966382345,0
24,87462.0,30260.0,0.07859442326485724,7.0,West,Online,0,0.3459788250857975,0.18862661583565737,1
18,91800.0,30182.0,0.39628644334080226,0.0,East,Partner,0,0.3287799564234338,0.39628644334080226,0
18,85099.0,9246.0,0.07328627773694886,0.0,North,Online,0,0.10864992537975006,0.07328627773694886,1
39,63622.0,9852.0,1.0,0.0,West,Partner,1,0.15485209518476545,1.0,0
55,162458.0,2683.0,0.1141853107027887,6.0,South,Online,0,0.01651503773272775,0.25120768354613515,1
18,57656.0,1000.0,0.33774129957742116,0.0,North,Online,0,0.017344248646847783,0.33774129957742116,1
57,81590.0,1000.0,0.264528829724509,7.0,West,Partner,0,0.012256403970924668,0.6348691913388215,0
69,93673.0,1000.0,0.1923538780460063,0.0,West,Partner,0,0.010675434756966518,0.1923538780460063,0
52,80643.0,33050.0,0.29332121440358727,-0.0,East,Branch,1,0.409830983465275,0.29332121440358727,0
54,75916.0,1000.0,0.0,10.0,East,Online,0,0.013172453764513774,0.0,1
18,61226.0,15902.0,0.3498672357388308,0.0,North,Partner,0,0.2597262600813425,0.3498672357388308,0
69,75117.0,74988.0,0.22717116716168145,0.0,East,Branch,1,0.9982826790074381,0.22717116716168145,0
44,65798.0,16203.0,0.36620603828639015,0.0,West,Partner,0,0.24625368551861376,0.36620603828639015,0
75,57084.0,17015.0,0.28606751888786625,5.0,North,Partner,0,0.29806951159172324,0.5721350377757325,0
18,98617.0,42117.0,0.3018195322917807,1.0,West,Branch,0,0.4270764675418328,0.36218343875013687,0
56,113277.0,17235.0,0.19587346019480506,12.0,North,Branch,0,0.1521491564911487,0.6659697646623371,0
27,78342.0,1000.0,0.6631886481729296,9.0,South,Partner,1,0.012764545199091619,1.8569282148842026,0
40,86368.0,17720.0,0.2566175573600038,1.0,North,Partner,0,0.2051685809535341,0.30794106883200456,0
18,77353.0,2414.0,0.3574969800631541,2.0,South,Partner,0,0.03120758083033357,0.5004957720884158,0
18,120012.0,1000.0,0.24354743630917916,0.0,East,Online,0,0.00833250008325557,0.24354743630917916,1
34,93395.0,20527.0,0.33403415232726374,7.0,West,Branch,1,0.2197869264926411,0.8016819655854329,0
25,95316.0,24972.0,0.3129440040592217,0.0,North,Partner,0,0.26199169079417944,0.3129440040592217,0
59,81434.0,94197.0,0.1612699512382576,0.0,West,Branch,1,1.1567281479338272,0.1612699512382576,0
46,84349.0,1000.0,0.0,6.0,West,Branch,0,0.011855505103654395,0.0,0
45,77046.0,8764.0,0.15196124300762132,5.0,North,Partner,0,0.11375022713555863,0.30392248601524263,0
32,80713.0,40809.0,0.0,7.0,West,Online,1,0.5056062839876401,0.0,1
50,101047.0,70640.0,0.5711316814880847,0.0,West,Partner,1,0.6990806258404596,0.5711316814880847,0
18,93152.0,58731.0,0.2106477302484416,0.0,North,Partner,0,0.6304856578427679,0.2106477302484416,0
32,75750.0,34094.0,0.5379678944342918,-0.0,North,Partner,0,0.4500858085749164,0.5379678944342918,0
39,74632.0,24542.0,0.815519721795694,1.0,East,Partner,0,0.3288401757914991,0.9786236661548328,0
32,112483.0,1000.0,0.29723221296827207,0.0,South,Online,0,0.00889023230169101,0.29723221296827207,1
